Tipo Titulo;Vencimento do Titulo;Mes Estoque;PU;Quantidade;Valor Estoque
Tesouro IGPM+ com Juros Semestrais;01/04/2021;12/2013;2580,252972;7271,40;18762051,46
Tesouro IPCA+ com Juros Semestrais;15/08/2024;12/2013;2340,017740;58376,19;136601320,20
Tesouro IPCA+ com Juros Semestrais;15/08/2050;12/2013;2823,988954;78250,64;220978943,00
Tesouro IPCA+ com Juros Semestrais;15/05/2045;11/2013;2264,712930;70397,50;159430128,46
Tesouro Prefixado;01/01/2017;12/2013;731,822096;641765,57;469658224,80
Tesouro IPCA+;15/05/2015;12/2013;2168,222959;893023,68;1936274445,56
Tesouro IPCA+;15/08/2024;12/2013;1318,188536;922708,58;1216303872,39
Tesouro IPCA+;15/05/2019;12/2013;1823,552381;246089,33;448756783,74
Tesouro IGPM+ com Juros Semestrais;01/07/2017;11/2013;2768,320396;7186,58;19894755,99
Tesouro IPCA+ com Juros Semestrais;15/05/2015;11/2013;2332,296332;292963,39;683277439,96
Tesouro IPCA+ com Juros Semestrais;15/05/2017;11/2013;2355,218321;78485,14;184849639,62
Tesouro IGPM+ com Juros Semestrais;01/01/2031;11/2013;3813,049544;10882,60;41495892,96
Tesouro IGPM+ com Juros Semestrais;01/04/2021;11/2013;2548,381192;7306,79;18620486,21
Tesouro IPCA+ com Juros Semestrais;15/08/2024;11/2013;2311,410875;58494,81;135205539,95
Tesouro IPCA+ com Juros Semestrais;15/08/2050;11/2013;2839,269717;71964,85;204327619,30
Tesouro Prefixado;01/01/2017;11/2013;730,781977;542852,71;396706976,65
Tesouro IPCA+;15/05/2015;11/2013;2142,041998;901200,11;1930408484,52
Tesouro IPCA+;15/08/2024;11/2013;1305,231914;900948,48;1175946709,27
Tesouro IPCA+ com Juros Semestrais;15/05/2045;10/2013;2309,573492;71170,12;164372622,59
Tesouro IGPM+ com Juros Semestrais;01/07/2017;10/2013;2741,017168;7187,38;19700731,97
Tesouro IPCA+ com Juros Semestrais;15/05/2015;10/2013;2376,278799;296179,50;703805066,65
Tesouro IPCA+ com Juros Semestrais;15/05/2017;10/2013;2399,918504;79256,94;190210196,84
Tesouro IPCA+;15/05/2019;11/2013;1823,668923;209772,24;382555115,08
Tesouro Prefixado;01/01/2016;01/2014;833,683807;875254,78;729685736,67
Tesouro Selic;07/03/2017;01/2014;5948,157737;131216,94;780499056,84
Tesouro IGPM+ com Juros Semestrais;01/01/2031;10/2013;3774,406558;10925,20;41236146,52
Tesouro IGPM+ com Juros Semestrais;01/04/2021;10/2013;2523,122540;7314,13;18454446,26
Tesouro IPCA+ com Juros Semestrais;15/08/2024;10/2013;2287,115182;59543,69;136183277,39
Tesouro IPCA+ com Juros Semestrais;15/08/2050;10/2013;2850,744381;66712,15;190179286,77
Tesouro Prefixado;01/01/2017;10/2013;728,913187;468893,73;341782822,89
Tesouro IPCA+;15/05/2015;10/2013;2119,866695;910137,98;1929371191,99
Tesouro IPCA+;15/08/2024;10/2013;1293,280684;889660,08;1150580197,23
Tesouro IPCA+;15/05/2019;10/2013;1819,714518;188441,40;342909551,31
Tesouro Prefixado;01/10/2007;07/2007;978,540371;44929,40;43965231,74
Tesouro Prefixado;01/01/2008;07/2007;945,036647;91186,60;86174678,68
Tesouro Prefixado;01/04/2008;07/2007;928,272958;43741,60;40604144,43
Tesouro Prefixado;01/07/2008;07/2007;889,622369;77651,60;69080600,35
Tesouro Prefixado;01/10/2008;07/2007;887,543850;3535,00;3137467,51
Tesouro Prefixado;01/01/2009;07/2007;835,790294;128711,40;107575738,89
Tesouro Prefixado;01/07/2009;07/2007;824,388265;31646,20;26088755,90
Tesouro IPCA+;15/05/2015;08/2007;913,468397;73608,60;67239129,86
Tesouro IPCA+;15/08/2024;08/2007;482,787139;131848,80;63654904,94
Tesouro IPCA+ com Juros Semestrais;15/05/2009;09/2007;1624,735431;31016,80;50394093,91
Tesouro IPCA+ com Juros Semestrais;15/05/2011;09/2007;1577,829046;18415,00;29055721,87
Tesouro IPCA+ com Juros Semestrais;15/08/2008;09/2007;1637,700665;30863,40;50545010,69
Tesouro IPCA+ com Juros Semestrais;15/08/2010;09/2007;1563,035417;21182,40;33108841,41
Tesouro Prefixado com Juros Semestrais;01/01/2008;09/2007;1010,362560;37315,40;37702083,05
Tesouro Prefixado com Juros Semestrais;01/01/2010;09/2007;962,665345;31809,00;30621421,97
Tesouro Prefixado com Juros Semestrais;01/07/2010;09/2007;995,646208;7817,00;7782966,40
Tesouro IPCA+ com Juros Semestrais;15/05/2045;07/2007;1281,852706;13309,60;17060946,77
Tesouro IGPM+ com Juros Semestrais;01/07/2017;07/2007;1622,667011;10496,80;17032811,07
Tesouro IPCA+ com Juros Semestrais;15/05/2015;07/2007;1474,742035;14990,40;22106972,99
Tesouro IPCA+ com Juros Semestrais;15/05/2017;07/2007;1648,043671;471,80;777547,00
Tesouro IGPM+ com Juros Semestrais;01/01/2031;07/2007;2510,556516;14345,40;36014937,43
Tesouro IGPM+ com Juros Semestrais;01/04/2021;07/2007;1576,672704;10386,60;16376268,70
Tesouro IPCA+ com Juros Semestrais;15/08/2024;07/2007;1363,915005;11569,80;15780223,82
Tesouro IPCA+;15/05/2015;07/2007;899,403648;70485,40;63394825,86
Tesouro IPCA+;15/08/2024;07/2007;473,364268;123897,20;58648507,39
Tesouro IPCA+ com Juros Semestrais;15/05/2009;08/2007;1606,968658;30474,60;48971727,06
Tesouro IPCA+ com Juros Semestrais;15/05/2011;08/2007;1557,333170;17128,20;26674314,00
Tesouro IPCA+ com Juros Semestrais;15/08/2008;08/2007;1621,165381;31212,20;50600138,09
Tesouro IPCA+ com Juros Semestrais;15/08/2010;08/2007;1545,298936;20496,40;31673065,11
Tesouro IGPM+ com Juros Semestrais;01/04/2008;08/2007;1964,242098;8184,40;16076143,02
Tesouro IGPM+ com Juros Semestrais;01/03/2011;08/2007;1860,124267;15682,40;29171212,80
Tesouro Prefixado com Juros Semestrais;01/01/2008;08/2007;998,268892;37982,20;37916448,72
Tesouro Prefixado com Juros Semestrais;01/01/2010;08/2007;952,568608;31443,80;29952376,81
Tesouro Prefixado com Juros Semestrais;01/07/2010;08/2007;988,227286;7168,40;7084008,47
Tesouro Prefixado com Juros Semestrais;01/01/2011;08/2007;974,834823;2531,60;2467891,83
Tesouro Prefixado com Juros Semestrais;01/01/2012;08/2007;902,439613;31600,40;28517452,75
Tesouro Selic;17/03/2010;08/2007;3197,292396;30718,80;98216985,65
Tesouro Selic;18/06/2008;08/2007;3195,808735;13310,40;42537492,57
Tesouro Selic;18/03/2009;08/2007;3194,687173;33958,00;108485187,01
Tesouro Selic;16/03/2011;08/2007;3202,352862;3596,80;11518222,77
Tesouro Prefixado;01/10/2007;08/2007;989,960497;43387,80;42952208,03
Tesouro Prefixado;01/01/2008;08/2007;956,806066;88753,60;84919982,89
Tesouro Prefixado;01/04/2008;08/2007;938,137123;46521,60;43643639,98
Tesouro Prefixado;01/07/2008;08/2007;900,402143;76438,00;68824939,02
Tesouro Prefixado;01/10/2008;08/2007;893,705154;6092,20;5444630,53
Tesouro Prefixado;01/01/2009;08/2007;845,723643;127472,00;107806084,17
Tesouro Prefixado;01/07/2009;08/2007;831,512015;32072,40;26668585,96
Tesouro Prefixado;01/10/2009;08/2007;797,268353;17026,00;13574290,97
Tesouro Selic;07/03/2012;08/2007;3202,410045;8308,40;26606903,61
Tesouro Prefixado com Juros Semestrais;01/01/2013;08/2007;964,795390;394,20;380322,34
Tesouro Prefixado com Juros Semestrais;01/01/2014;08/2007;907,627218;24592,00;22320368,54
Tesouro Prefixado com Juros Semestrais;01/01/2017;08/2007;956,076752;24153,40;23092504,22
Tesouro IPCA+ com Juros Semestrais;15/08/2012;08/2007;1612,019794;2034,20;3279170,66
Tesouro IPCA+ com Juros Semestrais;15/05/2035;08/2007;1472,567614;4852,00;7144898,06
Tesouro IPCA+ com Juros Semestrais;15/05/2045;10/2007;1340,555829;14262,00;19119007,23
Tesouro Selic;07/03/2013;10/2007;3258,670394;2312,60;7536001,15
Tesouro IGPM+ com Juros Semestrais;01/07/2017;10/2007;1711,943324;10387,00;17781955,30
Tesouro IPCA+ com Juros Semestrais;15/05/2015;10/2007;1526,488691;15883,60;24246135,76
Tesouro IPCA+ com Juros Semestrais;15/05/2017;10/2007;1621,430291;1537,80;2493435,50
Tesouro IGPM+ com Juros Semestrais;01/01/2031;10/2007;2650,926910;13863,40;36750860,11
Tesouro IGPM+ com Juros Semestrais;01/04/2021;10/2007;1604,426663;10008,40;16057743,81
Tesouro IPCA+ com Juros Semestrais;15/08/2024;10/2007;1365,088272;12042,40;16438939,00
Tesouro IPCA+;15/05/2015;10/2007;937,022792;81746,00;76597865,16
Tesouro IPCA+;15/08/2024;10/2007;496,134115;138031,80;68482284,94
Tesouro IPCA+ com Juros Semestrais;15/05/2009;11/2007;1610,999770;32275,40;51995661,99
Tesouro IPCA+ com Juros Semestrais;15/05/2011;11/2007;1562,086388;19118,80;29865217,23
Tesouro IPCA+ com Juros Semestrais;15/08/2008;11/2007;1670,953118;29453,20;49214916,36
Tesouro IPCA+ com Juros Semestrais;15/08/2010;11/2007;1600,607539;23525,60;37655252,71
Tesouro Prefixado com Juros Semestrais;01/01/2008;11/2007;1035,622774;35593,60;36861542,78
Tesouro Prefixado com Juros Semestrais;01/01/2010;11/2007;983,532606;32337,00;31804493,87
Tesouro Prefixado com Juros Semestrais;01/07/2010;11/2007;1012,148681;9072,20;9182415,26
Tesouro IGPM+ com Juros Semestrais;01/04/2008;11/2007;2006,743644;8072,60;16199638,73
Tesouro IGPM+ com Juros Semestrais;01/03/2011;11/2007;1895,299915;15484,20;29347202,94
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/2014;2369,765689;57827,59;137037838,64
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/2014;2815,407368;83429,23;234887268,88
Tesouro Prefixado;01/01/2017;01/2014;731,020177;868537,44;634918392,99
Tesouro IPCA+;15/05/2015;01/2014;2195,421528;878507,37;1928693992,79
Tesouro IPCA+;15/08/2024;01/2014;1331,032576;947139,69;1260673781,85
Tesouro IPCA+;15/05/2019;01/2014;1818,155206;307323,70;558762185,20
Tesouro Selic;07/03/2017;03/2014;6040,908628;155792,12;941125961,94
Tesouro Prefixado;01/01/2015;03/2014;922,476583;566756,78;522819857,97
Tesouro Prefixado;01/01/2016;03/2014;846,028250;857500,20;725469393,41
Tesouro Selic;07/03/2017;04/2014;6090,483036;168529,17;1026424050,91
Tesouro Prefixado;01/01/2015;04/2014;930,217178;562821,61;523546329,79
Tesouro Prefixado;01/01/2016;04/2014;852,430607;851701,51;726016434,76
Tesouro Selic;07/03/2012;05/2008;3463,350481;14909,60;51637170,32
Tesouro Selic;07/03/2014;05/2008;3465,805808;4020,40;13933925,66
Tesouro Prefixado com Juros Semestrais;01/01/2013;05/2008;945,244453;5485,60;5185232,96
Tesouro Prefixado com Juros Semestrais;01/01/2014;05/2008;937,464162;27714,80;25981631,75
Tesouro Prefixado com Juros Semestrais;01/01/2017;05/2008;933,447865;51285,40;47872247,11
Tesouro IPCA+ com Juros Semestrais;15/08/2012;05/2008;1670,440603;10537,00;17601432,63
Tesouro IPCA+ com Juros Semestrais;15/05/2035;05/2008;1531,051301;6410,80;9815263,68
Tesouro IPCA+ com Juros Semestrais;15/05/2009;05/2008;1693,239641;37058,40;62748751,90
Tesouro IPCA+ com Juros Semestrais;15/05/2011;05/2008;1639,218627;28796,80;47204250,95
Tesouro IPCA+ com Juros Semestrais;15/08/2008;05/2008;1751,840567;27194,40;47640253,12
Tesouro Prefixado com Juros Semestrais;01/01/2010;05/2008;994,873198;35141,40;34961237,00
Tesouro Prefixado com Juros Semestrais;01/07/2010;05/2008;994,290308;35363,80;35161883,59
Tesouro Prefixado com Juros Semestrais;01/01/2012;05/2008;942,963813;31513,40;29715995,82
Tesouro IPCA+ com Juros Semestrais;15/08/2010;05/2008;1684,724536;49036,20;82612489,31
Tesouro IGPM+ com Juros Semestrais;01/03/2011;05/2008;2037,870800;15004,80;30577843,78
Tesouro Prefixado com Juros Semestrais;01/01/2011;05/2008;983,830938;12814,60;12607399,94
Tesouro Selic;17/03/2010;05/2008;3458,038078;27545,40;95253042,06
Tesouro Selic;18/06/2008;05/2008;3461,336381;11448,80;39628147,95
Tesouro Selic;18/03/2009;05/2008;3457,388012;29031,40;100372814,33
Tesouro Selic;16/03/2011;05/2008;3462,597588;11017,40;38148822,66
Tesouro Prefixado;01/07/2008;05/2008;989,493502;75458,80;74665992,25
Tesouro Prefixado;01/10/2008;05/2008;963,298548;27115,60;26120418,11
Tesouro Prefixado;01/01/2009;05/2008;928,290294;140046,00;130003342,51
Tesouro Prefixado;01/04/2009;05/2008;902,255459;7738,60;6982194,09
Tesouro Prefixado;01/07/2009;05/2008;887,624069;54466,80;48346042,65
Tesouro Prefixado;01/10/2009;05/2008;857,218569;55137,80;47265145,99
Tesouro Prefixado;01/01/2010;05/2008;826,280712;80999,60;66928407,16
Tesouro Prefixado;01/07/2010;05/2008;763,828569;61871,00;47258837,36
Tesouro Selic;07/03/2014;04/2008;3434,204960;2952,80;10140520,40
Tesouro Prefixado com Juros Semestrais;01/01/2013;04/2008;937,047369;5270,60;4938801,86
Tesouro Prefixado com Juros Semestrais;01/01/2014;04/2008;928,849676;28140,40;26138201,42
Tesouro Prefixado com Juros Semestrais;01/01/2017;04/2008;929,098522;49942,60;46401595,82
Tesouro IPCA+ com Juros Semestrais;15/08/2012;04/2008;1652,508528;9644,80;15938114,24
Tesouro IPCA+ com Juros Semestrais;15/05/2035;04/2008;1561,914874;6304,60;9847248,51
Tesouro IPCA+ com Juros Semestrais;15/05/2045;04/2008;1401,827592;15363,00;21536277,29
Tesouro IPCA+ com Juros Semestrais;15/05/2013;04/2008;1659,261201;1248,80;2072085,38
Tesouro Selic;07/03/2013;04/2008;3431,505654;5555,20;19062700,20
Tesouro IGPM+ com Juros Semestrais;01/07/2017;04/2008;1817,844389;9969,20;18122454,27
Tesouro IPCA+ com Juros Semestrais;15/05/2015;04/2008;1590,298987;18710,60;29755448,22
Tesouro IPCA+ com Juros Semestrais;15/05/2017;04/2008;1630,831660;5355,40;8733755,86
Tesouro IGPM+ com Juros Semestrais;01/01/2031;04/2008;2792,456915;13619,80;38032704,69
Tesouro IGPM+ com Juros Semestrais;01/04/2021;04/2008;1701,417701;9779,20;16638503,98
Tesouro IPCA+ com Juros Semestrais;15/08/2024;04/2008;1424,735050;13168,00;18760911,13
Tesouro IPCA+;15/05/2015;04/2008;1011,828732;115371,00;116735692,58
Tesouro IPCA+;15/08/2024;04/2008;537,563530;150481,80;80893527,66
Tesouro IPCA+ com Juros Semestrais;15/05/2011;04/2008;1668,190215;26635,80;44433580,92
Tesouro IPCA+ com Juros Semestrais;15/08/2008;04/2008;1727,242004;27595,80;47664624,90
Tesouro IPCA+ com Juros Semestrais;15/08/2010;04/2008;1661,732898;42047,40;69871547,84
Tesouro IGPM+ com Juros Semestrais;01/03/2011;04/2008;1992,493010;15065,60;30018102,68
Tesouro Prefixado com Juros Semestrais;01/01/2010;04/2008;984,833977;34475,80;33952939,22
Tesouro Prefixado com Juros Semestrais;01/07/2010;04/2008;988,175807;31036,60;30669617,23
Tesouro Prefixado com Juros Semestrais;01/01/2011;04/2008;978,412483;11309,60;11065453,82
Tesouro Prefixado com Juros Semestrais;01/01/2012;04/2008;933,086549;32195,40;30041094,67
Tesouro Selic;17/03/2010;04/2008;3426,316699;28080,00;96210972,90
Tesouro Selic;18/03/2009;04/2008;3425,395195;29634,40;101509531,37
Tesouro Selic;16/03/2011;04/2008;3431,030568;11267,60;38659480,03
Tesouro Selic;18/06/2008;04/2008;3428,997917;11653,40;39959484,33
Tesouro Prefixado;01/07/2008;04/2008;979,099229;77349,00;75732346,22
Tesouro Prefixado;01/04/2009;04/2008;894,382860;5932,80;5306194,63
Tesouro Prefixado;01/07/2009;04/2008;880,892879;52793,00;46504977,77
Tesouro Prefixado;01/01/2010;04/2008;818,958127;79682,60;65256712,82
Tesouro Prefixado;01/10/2008;04/2008;954,643464;28444,20;27154069,60
Tesouro Prefixado;01/01/2009;04/2008;918,794989;141169,60;129705921,02
Tesouro Prefixado;01/10/2009;04/2008;850,494311;52526,20;44673234,29
Tesouro Prefixado;01/07/2010;04/2008;760,603056;34240,40;26043352,88
Tesouro Selic;07/03/2012;04/2008;3431,474896;13066,00;44835650,98
Tesouro IPCA+ com Juros Semestrais;15/05/2045;03/2008;1382,211173;14925,80;20630607,52
Tesouro IPCA+ com Juros Semestrais;15/05/2013;03/2008;1649,067488;934,60;1541218,47
Tesouro Selic;07/03/2013;03/2008;3400,924050;5605,40;19063539,66
Tesouro IGPM+ com Juros Semestrais;01/07/2017;03/2008;1793,080571;9994,60;17921123,07
